Player_Stats (Tm),Player_Stats (SB),Player_Stats (Key),Player_Stats (Player),Player_Stats (No.),Player_Stats (Age),Player_Stats (Pos),O/D/SPT,Player_Stats (College/Univ),Player_Stats (Univ_State),Player_Stats (BirthDate),Player_Stats (Yrs_Active),Player_Stats (Super_bowl),Player_Stats (Team),Player_Stats (Pts),Player_Stats (MVP),Player_Stats (Stadium),Player_Stats (City),Player_Stats (State),Player_Stats (Date),Player_Stats (W/L),O_Passing (Cmp),O_Passing (Att),O_Passing (Yds),O_Passing (TD),O_Passing (Int),O_Passing (Sk),O_Passing (Yds.1),O_Passing (Lng),O_Passing (Rate),O_Rushing (Att),O_Rushing (Yds),O_Rushing (TD),O_Rushing (Lng),O_Receiving (Rec),O_Receiving (Yds),O_Receiving (TD),O_Receiving (Lng),O_Fumbles (Fmb),O_Fumbles (FL),D_Interceptions (Int),D_Interceptions (Yds),D_Interceptions (TD),D_Interceptions (Lng),D_Sacks (Sk),D_Tackles (Comb),D_Tackles (Solo),D_Tackles (Ast),D_Fumbles (FR),D_Fumbles (Yds),D_Fumbles (TD),D_Fumbles (FF),SPT_Kick_Returns (Rt),SPT_Kick_Returns (Yds),SPT_Kick_Returns (Y/Rt),SPT_Kick_Returns (TD),SPT_Kick_Returns (Lng),SPT_Punt_Returns (Ret),SPT_Punt_Returns (Yds),SPT_Punt_Returns (Y/R),SPT_Punt_Returns (TD),SPT_Punt_Returns (Lng),SPT_Scoring (XPM),SPT_Scoring (XPA),SPT_Scoring (FGM),SPT_Scoring (FGA),SPT_Punting (Pnt),SPT_Punting (Yds),SPT_Punting (Y/P),SPT_Punting (Lng),Unique_Key,Univ_Alum_per_Team,Univ_Alum_per_SB,Univ_Total_Rings,Univ_Total_Wins,Univ_Total_MVPs,State_Alum_per_Team,State_Alum_per_SB,State_Total_Rings,State_Total_Wins,State_Total_MVPs,Total_Wins_by_Team,Total_#_of_players,Alum_%,Avg_Player_Age_by_Team,Avg_Player_Yrs_by_Team,TEAM_O_Passing (Cmp),TEAM_O_Passing (Att),TEAM_O_Passing (Yds),TEAM_O_Passing (TD),TEAM_O_Passing (Int),TEAM_O_Passing (Sk),TEAM_O_Passing (Yds.1),TEAM_O_Passing (Lng),TEAM_O_Passing (Rate),TEAM_O_Rushing (Att),TEAM_O_Rushing (Yds),TEAM_O_Rushing (TD),TEAM_O_Rushing (Lng),TEAM_O_Receiving (Rec),TEAM_O_Receiving (Yds),TEAM_O_Receiving (TD),TEAM_O_Receiving (Lng),TEAM_O_Fumbles (Fmb),TEAM_O_Fumbles (FL),TEAM_D_Interceptions (Int),TEAM_D_Interceptions (Yds),TEAM_D_Interceptions (TD),TEAM_D_Interceptions (Lng),TEAM_D_Sacks (Sk),TEAM_D_Tackles (Comb),TEAM_D_Tackles (Solo),TEAM_D_Tackles (Ast),TEAM_D_Fumbles (FR),TEAM_D_Fumbles (Yds),TEAM_D_Fumbles (TD),TEAM_D_Fumbles (FF),TEAM_SPT_Kick_Returns (Rt),TEAM_SPT_Kick_Returns (Yds),TEAM_SPT_Kick_Returns (Y/Rt),TEAM_SPT_Kick_Returns (TD),TEAM_SPT_Kick_Returns (Lng),TEAM_SPT_Punt_Returns (Ret),TEAM_SPT_Punt_Returns (Yds),TEAM_SPT_Punt_Returns (Y/R),TEAM_SPT_Punt_Returns (TD),TEAM_SPT_Punt_Returns (Lng),TEAM_SPT_Scoring (XPM),TEAM_SPT_Scoring (XPA),TEAM_SPT_Scoring (FGM),TEAM_SPT_Scoring (FGA),TEAM_SPT_Punting (Pnt),TEAM_SPT_Punting (Yds),TEAM_SPT_Punting (Y/P),TEAM_SPT_Punting (Lng),Rush_Att_Category,No
ARI,43,ARI43,Anquan Boldin,81,28,WR,Offense,Florida St.,FL,10/3/1980,5,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Anquan Boldin,2,5,47,30,3,5,11,210,55,10,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,11
ARI,43,ARI43,Darnell Dockett,90,27,RDT,Defense,Florida St.,FL,5/27/1981,4,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Darnell Dockett,2,5,47,30,3,5,11,210,55,10,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,12
ARI,43,ARI43,Antrel Rolle,21,26,FS,Defense,Miami (FL),FL,12/16/1982,3,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Antrel Rolle,3,4,66,34,4,5,11,210,55,10,0,54,5.56,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,13
ARI,43,ARI43,Calais Campbell,93,22,DE,Defense,Miami (FL),FL,9/1/1986,0,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Calais Campbell,3,4,66,34,4,5,11,210,55,10,0,54,5.56,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,14
ARI,43,ARI43,Edgerrin James,32,30,RB,Offense,Miami (FL),FL,8/1/1978,9,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,9,33,0,9,4,28,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Edgerrin James,3,4,66,34,4,5,11,210,55,10,0,54,5.56,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,15
ARI,43,ARI43,Antonio Smith,94,27,LDE,Defense,Oklahoma St.,OK,10/21/1981,4,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Antonio Smith,1,2,21,21,0,1,2,87,46,0,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,16
ARI,43,ARI43,Ben Graham,5,35,P,Special Teams,Deakin (Australia),Australia,11/2/1973,3,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,180,36,45,ARI43Ben Graham,1,1,0,0,0,1,1,0,0,0,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,17
ARI,43,ARI43,Ben Patrick,89,24,TE,Offense,Delaware,DE,8/23/1984,1,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Ben Patrick,1,1,3,3,1,1,1,8,7,1,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,18
ARI,43,ARI43,Bertrand Berry,92,33,DE,Defense,Notre Dame,IN,8/15/1975,11,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Bertrand Berry,2,2,64,41,4,3,3,122,50,7,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,19
ARI,43,ARI43,Mike Gandy,69,29,LT,Offense,Notre Dame,IN,1/3/1979,6,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Mike Gandy,2,2,64,41,4,3,3,122,50,7,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,20
ARI,43,ARI43,Chike Okeafor,56,32,LLB,Defense,Purdue,IN,3/27/1976,9,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Chike Okeafor,1,1,38,29,3,3,3,122,50,7,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,21
ARI,43,ARI43,Bryan Robinson,97,34,LDT,Defense,Fresno St.,CA,6/22/1974,11,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Bryan Robinson,2,2,7,8,0,6,9,280,59,18,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,22
ARI,43,ARI43,Stephen Spach,83,26,TE,Offense,Fresno St.,CA,7/18/1982,3,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Stephen Spach,2,2,7,8,0,6,9,280,59,18,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,23
ARI,43,ARI43,Deuce Lutui,76,25,RG,Offense,USC,CA,5/5/1983,2,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Deuce Lutui,2,3,68,37,7,6,9,280,59,18,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,24
ARI,43,ARI43,Matt Leinart,7,25,QB,Offense,USC,CA,5/11/1983,2,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Matt Leinart,2,3,68,37,7,6,9,280,59,18,0,54,3.7,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,25
ARI,43,ARI43,J.J. Arrington,28,25,RB,Offense,California,CA,1/23/1983,3,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,35,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,20.5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43J.J. Arrington,1,1,37,30,1,6,9,280,59,18,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,26
ARI,43,ARI43,Matt Ware,22,26,DB,Defense,UCLA,CA,12/2/1982,4,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Matt Ware,1,3,59,39,3,6,9,280,59,18,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,27
ARI,43,ARI43,Clark Haggans,53,31,LB,Defense,Colorado St.,CO,1/10/1977,8,XLIII,Arizona Cardinals,23,Santonio Holmes,Raymond James Stadium,Tampa,Florida,2/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI43Clark Haggans,1,1,9,7,0,2,4,70,37,0,0,54,1.85,27.3,4.17,31,43,377,3,1,2,3,64,112.3,12,33,0,9,31,377,3,194,2,1,1,-1,0,-1,3,66,52,14,1,0,0,0,5,91,29.5,0,32,2,34,17,0,34,3,3,0,0,5,180,36,45,Low Rush Att,28
